10, 0.000007
20, 0.000042
30, 0.000138
40, 0.000359
50, 0.000691
60, 0.001223
70, 0.001909
80, 0.002799
90, 0.004080
100, 0.005465
110, 0.007311
120, 0.009354
130, 0.012235
140, 0.015200
150, 0.019211
160, 0.024779
170, 0.029445
180, 0.034200
190, 0.043979
200, 0.048316
210, 0.065337
220, 0.069979
230, 0.089340
240, 0.091087
250, 0.113497
260, 0.110969
270, 0.133408
280, 0.138947
290, 0.173600
300, 0.173476
310, 0.215300
320, 0.254993
330, 0.261762
340, 0.267045
350, 0.457125
360, 0.296716
370, 0.366437
380, 0.410563
390, 0.447411
400, 0.481745
410, 0.588549
420, 0.532165
430, 0.616520
440, 0.550689
450, 0.689173
460, 0.668601
470, 0.789383
480, 0.888519
490, 1.042817
500, 0.970384
510, 1.108743
520, 1.166111
530, 1.509617
540, 1.682335
550, 1.934760
560, 2.140673
570, 2.324788
580, 2.279087
590, 2.515106
600, 2.467359
610, 2.693845
620, 3.589266
630, 4.200100
640, 4.067986
650, 4.410250
660, 4.451069
670, 5.068244
680, 3.522488
690, 3.723670
700, 3.792971
710, 4.421592
720, 3.950704
730, 4.463452
740, 4.513715
750, 5.165169
760, 4.815008
770, 6.974395
780, 6.731435
790, 7.512323
800, 7.062869
810, 7.528198
820, 6.891563
830, 9.095506
840, 10.292465
850, 11.009087
860, 9.588837
870, 10.225044
880, 8.686403
890, 12.302007
900, 11.059718
910, 15.258407
920, 11.430554
930, 14.258105
940, 13.314439
950, 15.585236
960, 13.142482
970, 17.495286
980, 13.881423
990, 16.246478
1000, 14.681839

