10, 0.000009
20, 0.000043
30, 0.000141
40, 0.000388
50, 0.000720
60, 0.001287
70, 0.001984
80, 0.002892
90, 0.004061
100, 0.005548
110, 0.007654
120, 0.009645
130, 0.012442
140, 0.015185
150, 0.018710
160, 0.022546
170, 0.026765
180, 0.031460
190, 0.036829
200, 0.042980
210, 0.050529
220, 0.056767
230, 0.069388
240, 0.075054
250, 0.084742
260, 0.101711
270, 0.109903
280, 0.118573
290, 0.133498
300, 0.156647
310, 0.159382
320, 0.172453
330, 0.286404
340, 0.244506
350, 0.245905
360, 0.255003
370, 0.273555
380, 0.310319
390, 0.317583
400, 0.401199
410, 0.441570
420, 0.397656
430, 0.429293
440, 0.457168
450, 0.586232
460, 0.532233
470, 0.577310
480, 0.604154
490, 0.628282
500, 0.699135
510, 0.763905
520, 0.752967
530, 0.819775
540, 0.845924
550, 1.018103
560, 0.947208
570, 1.053802
580, 1.047057
590, 1.230680
600, 1.181245
610, 1.205647
620, 1.365512
630, 1.330099
640, 1.390835
650, 1.471335
660, 1.642412
670, 1.586136
680, 1.660591
690, 1.741726
700, 1.918769
710, 1.964637
720, 2.034167
730, 2.161748
740, 2.223922
750, 2.493820
760, 2.531393
770, 2.523779
780, 2.618347
790, 2.832674
800, 2.921661
810, 2.924346
820, 3.025673
830, 3.179468
840, 3.311631
850, 3.492055
860, 3.502859
870, 3.527783
880, 3.699642
890, 3.916073
900, 3.916188
910, 4.187816
920, 4.314921
930, 4.376800
940, 4.368173
950, 4.764004
960, 4.656922
970, 4.944425
980, 5.077068
990, 5.187886
1000, 5.341094
