0,0.000115
1,0.003202
2,0.001319
3,0.000911
4,0.000795
5,0.000142
6,0.002636
7,0.000141
8,0.000269
9,0.001950
10,0.000160
11,0.000667
12,0.001288
13,0.000126
14,0.000573
15,0.000165
16,0.001693
17,0.000211
18,0.000173
19,0.000163
20,0.000168
21,0.001672
22,0.000103
23,0.000131
24,0.000512
25,0.000122
26,0.000145
27,0.000125
28,0.000137
29,0.002893
30,0.000173
31,0.000158
32,0.000153
33,0.000247
34,0.001124
35,0.001236
36,0.000197
37,0.001112
38,0.000213
39,0.000276
40,0.000255
41,0.005210
42,0.001146
43,0.006027
44,0.000405
45,0.000460
46,0.000371
47,0.000344
48,0.001072
49,0.000764
50,0.001180
51,0.000426
52,0.000681
53,0.001044
54,0.001084
55,0.000525
56,0.000510
57,0.011128
58,0.000531
59,0.000539
60,0.001048
61,0.002001
62,0.001611
63,0.001042
64,0.000686
65,0.000661
66,0.000806
67,0.000712
68,0.000779
69,0.005478
70,0.000828
71,0.000825
72,0.000890
73,0.004749
74,0.007786
75,0.002704
76,0.009999
77,0.000977
78,0.003417
79,0.001225
80,0.003832
81,0.001253
82,0.002110
83,0.001253
84,0.001817
85,0.001327
86,0.001785
87,0.003570
88,0.001819
89,0.002054
90,0.001599
91,0.002008
92,0.009732
93,0.006315
94,0.004998
95,0.002712
96,0.003428
97,0.002379
98,0.002388
99,0.008134
100,0.003365
101,0.005654
102,0.002842
103,0.006177
104,0.002931
105,0.002823
106,0.003174
107,0.003982
108,0.004972
109,0.006629
110,0.008136
111,0.005273
112,0.004172
113,0.003383
114,0.016121
115,0.006009
116,0.004803
117,0.004518
118,0.004550
119,0.006859
120,0.004284
121,0.005330
122,0.004211
123,0.005286
124,0.004268
125,0.004325
126,0.010679
127,0.004821
128,0.004897
129,0.010548
130,0.005108
131,0.004735
132,0.013621
133,0.005980
134,0.005477
135,0.005292
136,0.005568
137,0.011956
138,0.011336
139,0.006027
140,0.007023
141,0.006387
142,0.006372
143,0.005945
144,0.006053
145,0.006184
146,0.006180
147,0.007247
148,0.007873
149,0.013110
150,0.015783
151,0.017987
152,0.006977
153,0.006995
154,0.007179
155,0.007346
156,0.007274
157,0.007816
158,0.007300
159,0.007670
160,0.008458
161,0.009823
162,0.008061
163,0.008361
164,0.008234
165,0.009708
166,0.008793
167,0.008930
168,0.008990
169,0.009515
170,0.009101
171,0.012773
172,0.009907
173,0.009262
174,0.009976
175,0.010153
176,0.010677
177,0.010422
178,0.010829
179,0.010729
180,0.022355
181,0.015166
182,0.011260
183,0.011680
